"Parent ID number","ID number","Short name",Description,"Description format","Scale values","Scale configuration","Rule type (optional)","Rule outcome (optional)","Rule config (optional)","Cross-referenced competency ID numbers","Exported ID (optional)","Is framework",Taxonomy
PIX-D2,PIX-D2-C4,"S’insérer dans un monde numérique","<p dir=""ltr"" style=""text-align:left;""></p><p>Maîtriser les stratégies et enjeux de la présence en ligne, et choisir ses pratiques pour se positionner en tant qu'acteur social, économique et citoyen dans le monde numérique, en lien avec ses règles, limites et potentialités, et en accord avec des valeurs et/ou pour répondre à des objectifs (avec les réseaux sociaux et les outils permettant de développer une présence publique sur le web, et en lien avec la vie citoyenne, la vie professionnelle, la vie privée, etc.).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Identité numérique et signaux ; e-Réputation et influence ; Codes de communication et netiquette ; Pratiques sociales et participation citoyenne ; Modèles et stratégies économiques ; Questions éthiques et valeurs ; Gouvernance d'internet et ouverture du web ; Liberté d'expression et droit à l'information</p><br /><p></p>",1,,,,0,null,,68,,
,PIX-D3,"CRÉATION DE CONTENU","<p dir=""ltr"" style=""text-align:left;"">se rapporte à la création de contenus numériques, du plus simple
au plus élaboré, y compris des programmes informatiques<br /></p>",1,,,,0,null,,59,,
PIX-D3,PIX-D3-C1,"Développer des documents à contenu majoritairement textuel","<p dir=""ltr"" style=""text-align:left;""></p><p>Produire des documents à contenu majoritairement textuel pour communiquer des idées, rendre compte et valoriser ses travaux (avec des logiciels de traitement de texte, de présentation, de création de page web, de carte conceptuelle, etc.).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Applications d'édition de documents textuels ; Structure et séparation forme et contenu ; Illustration et intégration ; Charte graphique et identité visuelle ; Interopérabilité ; Ergonomie et réutilisabilité du document ; Accessibilité ; Droit d'auteur</p><br /><p></p>",1,,,,0,null,,69,,
PIX-D3,PIX-D3-C2,"Développer des documents visuels et sonores","<p dir=""ltr"" style=""text-align:left;""></p><p>Développer des documents à contenu multimédia pour créer ses propres productions multimédia, enrichir ses créations majoritairement textuelles ou créer une oeuvre transformative (mashup, remix, ...) (avec des logiciels de capture et d'édition d'image / son / vidéo / animation, des logiciels utiles aux pré-traitements avant intégration, etc.).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Applications d'édition de documents multimédia ; Capture son, image et vidéo et numérisation ; Interopérabilité ; Accessibilité ; Droit d'auteur ; Charte graphique et identité visuelle</p><br /><p></p>",1,,,,0,null,,70,,
PIX-D3,PIX-D3-C3,"Adapter les documents à leur finalité","<p dir=""ltr"" style=""text-align:left;""></p><p>Adapter des documents de tous types en fonction de l'usage envisagé et maîtriser l'usage des licences pour permettre, faciliter et encadrer l'utilisation dans divers contextes (mise à jour fréquente, diffusion multicanale, impression, mise en ligne, projection, etc.) (avec les fonctionnalités des logiciels liées à la préparation d'impression, de projection, de mise en ligne, les outils de conversion de format, etc.).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Licences ; Diffusion et mise en ligne d'un document Ergonomie et réutilisabilité du document ; Ecriture pour le web ; Interopérabilité ; Accessibilité ; Vie privée et confidentialité</p><br /><p></p>",1,,,,0,null,,71,,
PIX-D3,PIX-D3-C4,Programmer,"<p dir=""ltr"" style=""text-align:left;""></p><p>Écrire des programmes et des algorithmes pour répondre à un besoin (automatiser une tâche répétitive, accomplir des tâches complexes ou chronophages, résoudre un problème logique, etc.) et pour développer un contenu riche (jeu, site web, etc.) (avec des environnements de développement informatique simples, des logiciels de planification de tâches, etc.).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Algorithme et programme ; Représentation et codage de l'information ; Complexité ; Pensée algorithmique et informatique ; Collecte et exploitation de données massives ; Intelligence artificielle et robots</p><br /><p></p>",1,,,,0,null,,72,,
,PIX-D4,"PROTECTION & SÉCURITÉ","<p dir=""ltr"" style=""text-align:left;"">concerne la sécurité du matériel, la santé, l'environnement et la
protection des données personnelles<br /></p>",1,,,,0,null,,60,,
PIX-D4,PIX-D4-C1,"Sécuriser l’environnement numérique","<p dir=""ltr"" style=""text-align:left;""></p><p>Sécuriser les équipements, les communications et les données pour se prémunir contre les attaques, pièges, désagréments et incidents susceptibles de nuire au bon fonctionnement des matériels, logiciels, sites internet, et de compromettre les transactions et les données (avec des logiciels de protection, des techniques de chiffrement, la maîtrise de bonnes pratiques, etc.).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Attaques et menaces ; Chiffrement ; Logiciels de prévention et de protection ; Authentification ; Sécurité du système d'information ; Vie privée et confidentialité</p><br /><p></p>",1,,,,0,null,,73,,
PIX-D4,PIX-D4-C2,"Protéger les données personnelles et la vie privée","<p dir=""ltr"" style=""text-align:left;""></p><p>Maîtriser ses traces et gérer les données personnelles pour protéger sa vie privée et celle des autres, et adopter une pratique éclairée (avec le paramétrage des paramètres de confidentialité, la surveillance régulière de ses traces par des alertes ou autres outils, etc.).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Données personnelles et loi ; Traces ; Vie privée et confidentialité ; Collecte et exploitation de données massives</p><br /><p></p>",1,,,,0,null,,74,,
PIX-D4,PIX-D4-C3,"Protéger la santé, le bien-être et l’environnement","<p dir=""ltr"" style=""text-align:left;""></p><p>Prévenir et limiter les risques générés par le numérique sur la santé, le bien- être et l'environnement mais aussi tirer parti de ses potentialités pour favoriser le développement personnel, le soin, l'inclusion dans la société et la qualité des conditions de vie, pour soi et pour les autres (avec la connaissance des effets du numérique sur la santé physique et psychique et sur l'environnement, et des pratiques, services et outils numériques dédiés au bien-être, à la santé, à l'accessibilité).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Ergonomie du poste de travail ; Communication sans fil et ondes ; Impact environnemental ; Accessibilité ; Vie connectée ; Capteurs ; Intelligence artificielle et robots ; Santé ; Vie privée et confidentialité</p><br /><p></p>",1,,,,0,null,,75,,
,PIX-D5,"ENVIRONNEMENT NUMÉRIQUE","<p dir=""ltr"" style=""text-align:left;"">traite des compétences qui permettent à un individu de s'insérer
dans un monde numérique et de comprendre son fonctionnement<br /></p>",1,,,,0,null,,61,,
PIX-D5,PIX-D5-C1,"Résoudre des problèmes techniques","<p dir=""ltr"" style=""text-align:left;""></p><p>Résoudre des problèmes techniques pour garantir et rétablir le bon fonctionnement d'un environnement informatique (avec les outils de configuration et de maintenance des logiciels ou des systèmes d'exploitation, et en mobilisant les ressources techniques ou humaines nécessaires, etc.).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Panne et support informatique ; Administration et configuration ; Maintenance et mise à jour ; Sauvegarde et restauration ; Interopérabilité ; Complexité</p><br /><p></p>",1,,,,0,null,,76,,
PIX-D5,PIX-D5-C2,"Évoluer dans un environnement numérique","<p dir=""ltr"" style=""text-align:left;""></p><p>Installer, configurer et enrichir un environnement numérique (matériels, outils, services) pour disposer d'un cadre adapté aux activités menées, à leur contexte d'exercice ou à des valeurs (avec les outils de configuration des logiciels et des systèmes d'exploitation, l'installation de nouveaux logiciels ou la souscription à des services, etc.).</p><h4>THÉMATIQUES ASSOCIÉES</h4><p>Histoire de l'informatique ; Informatique et matériel ; Logiciels, applications et services ; Système d'exploitation ; Réseau informatique ; Offre (matériel, logiciel, service) ; Modèles et stratégies économiques</p><br /><p></p>",1,,,,0,null,,77,,
